#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-21T22:16:18 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63f538223f64d9	
#INFO	-out.max=unlimited	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/649/A6&tab:{J/A+A/649/A6/table1c}&key:source=J/A+A/649/A6/table1c&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/649/A6/table1c
#-order=I
#-out=RA_ICRS
#-out=DE_ICRS
#-out=Plx
#-out=Gmag
#Gmag=<17
#-out=BPmag
#-out=RPmag
#Dist50=<0.01
#GAIAEDR3Cat=GAIAEDR3Cat
#

#RESOURCE=yCat_36490006
#Name: J/A+A/649/A6
#Title: Gaia Catalogue of Nearby Stars - GCNS (Gaia collaboration, 2021)
#Coosys	H_2016.000:	ICRS
#Table	J_A_A_649_A6_table1c:
#Name: J/A+A/649/A6/table1c
#Title: Selected objects
#Column	RA_ICRS	(F11.7)	Right ascension (ICRS) at Ep=2016.0 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F11.7)	Declination (ICRS) at Ep=2016.0 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	Plx	(F9.3)	Parallax (parallax)	[ucd=pos.parallax]
#Column	Gmag	(F8.4)	? Gaia G Band magnitude (phot_g_mean_mag)	[ucd=phot.mag;stat.mean;em.opt]
#Column	BPmag	(F8.4)	? Gaia BP Band magnitude (phot_bp_mean_mag)	[ucd=phot.mag;stat.mean;em.opt.B]
#Column	RPmag	(F8.4)	? Gaia RP Band magnitude (phot_rp_mean_mag)	[ucd=phot.mag;stat.mean;em.opt.R]
RA_ICRS|DE_ICRS|Plx|Gmag|BPmag|RPmag
271.4344743|-14.3783576|  105.523| 13.2552| 15.5606| 11.8822
271.8839651|-15.9646168|  125.451| 11.8630| 13.7799| 10.5603
274.7432565|+66.1906167|  130.853| 11.9117| 13.7527| 10.6238
275.6038380|+62.0449939|  119.752| 11.8240| 13.6844| 10.5252
278.9074488|+32.9947872|  175.793| 14.8510| 18.4564| 13.3057
280.2932736|+24.7890347|  100.555| 12.9364| 15.1198| 11.5650
280.6830708|+59.6383579|  283.840|  7.8544|  9.1670|  6.7059
280.6830862|+59.6351455|  283.838|  8.5247|  9.9597|  7.3342
281.2980439|-63.9605674|  249.665| 14.0215| 17.5641| 12.4512
282.0747587|+07.6903239|  131.279| 12.2969| 14.4584| 10.9455
282.4587890|-23.8370974|  336.027|  9.1264| 10.7322|  7.8981
286.7709108|+20.8864875|  113.252|  9.8149| 11.0123|  8.7290
286.8027296|+20.8755384|  113.223|  9.8053| 11.0053|  8.7185
289.2276515|+05.1629763|  169.062|  8.0999|  9.3557|  6.9771
289.2373737|+05.1443733|  168.954| 14.3033| 17.7462| 12.7748
290.2041163|-45.5711062|  169.235| 10.7529| 12.5191|  9.4722
293.0975981|+69.6534511|  173.494|  4.4490|  4.8595|  3.8652
298.4819259|+44.4129062|  214.575| 11.9083| 14.3320| 10.5095
302.1950399|-66.1870913|  163.954|  3.3641|  3.8464|  2.8271
302.8022690|-36.1082165|  166.327|  5.0330|  5.5063|  4.4049
303.4773906|-45.1647305|  162.217|  7.2427|  8.1904|  6.2787
303.8286649|-27.0337808|  113.487|  5.4813|  5.9359|  4.8558
306.5243173|+58.5753797|  104.441| 12.3523| 14.3679| 11.0266
307.6382640|+65.4508181|  123.655|  9.4353| 10.7697|  8.2856
310.1471881|+15.5025902|  104.919| 11.8374| 13.6851| 10.5430
310.4643340|-32.4370368|  100.792|  9.5758| 11.2160|  8.1850
310.4647312|-32.4375149|  101.972|  9.6055| 11.2439|  8.1175
311.2911826|-31.3425001|  102.943|  7.8434|  8.9100|  6.7986
312.5691417|-34.4131532|  104.131| 12.0486| 13.9359| 10.7528
313.1361328|-16.9745585|  177.931| 10.0817| 11.7366|  8.8350
313.3324563|+62.1509577|  142.054|  7.7567|  8.7910|  6.7473
316.7484793|+38.7638624|  285.995|  4.7667|  5.4398|  3.9772
316.7536628|+38.7560728|  286.005|  5.4506|  6.2723|  4.5569
319.2950181|-38.8724564|  251.912|  5.9841|  6.8927|  5.0391
321.6117158|-65.3626400|  108.010|  4.0891|  4.3496|  3.6441
322.4080799|+17.6449778|  147.496|  9.1085| 10.5719|  7.9174
323.3912519|-49.0126304|  201.325|  7.7399|  8.9025|  6.6626
326.5928819|+38.2175171|  141.895| 10.8309| 12.4178|  9.6037
327.9163604|+59.2929298|  118.155| 14.3731| 14.8135| 13.7629
330.3065661|+28.3071089|  109.855| 10.6348| 12.2698|  9.3960
330.6269230|-37.0819391|  130.419| 10.4674| 12.0092|  9.2539
330.8724079|-56.7972547|  274.843|  4.3229|  4.9080|  3.6106
332.4231516|-04.6408348|  113.445|  9.2372| 10.6117|  8.0700
335.7805928|-17.6105076|  138.228| 11.5507| 13.5313| 10.2278
339.6906882|-20.6146894|  112.987| 10.2121| 11.7260|  9.0066
339.6920274|-20.6214867|  112.386|  8.1704|  9.3481|  7.0828
341.7028255|+44.3319533|  197.957|  9.0052| 10.5221|  7.7920
342.0203382|-24.3696274|  130.271| 11.1292| 12.8778|  9.8631
343.3241110|-14.2666894|  214.038|  8.8751| 10.4530|  7.6437
343.4835641|-06.7848302|  117.139| 15.4212| 16.0814| 14.6612
343.9214713|-75.4633769|  116.313|  9.2928| 10.6150|  8.1472
344.1019414|-31.5662690|  131.553|  6.0919|  6.6867|  5.3463
344.1402217|+16.5521694|  145.623|  7.7950|  8.8986|  6.7478
345.0628353|-22.5240892|  121.472|  7.2596|  8.0938|  6.3604
346.5039167|-35.8471642|  304.135|  6.5220|  7.5898|  5.4915
348.3377340|+57.1696664|  152.864|  5.2319|  5.7666|  4.5502
352.9701238|+19.9369928|  159.663|  9.0440| 10.5073|  7.8464
352.9716753|+19.9373137|  159.908| 10.8289| 12.7042|  9.5301
353.7970694|-02.3927994|  139.339| 12.6237| 14.9521| 11.2459
355.4800153|+44.1703757|  316.481| 10.3793| 12.5464|  9.0170
355.7815092|+36.5363104|  119.579| 11.1680| 12.9132|  9.9025
357.3066038|+02.3969179|  169.216|  8.1529|  9.2166|  7.1208
000.5484242|-43.1684396|  120.014| 12.8952| 13.0023| 12.6928
001.3832842|-37.3677440|  230.097|  7.6825|  8.8023|  6.6163
001.6763504|-07.5464753|  206.350| 11.7738| 14.0724| 10.3975
002.8747349|+59.1392266|  107.387| 13.4680| 15.9015| 12.0799
004.6132263|+44.0247867|  280.707|  7.2186|  8.3321|  6.1677
004.6253007|+44.0287445|  280.695|  9.6866| 11.2915|  8.4555
005.0356095|-64.8696171|  116.183|  4.0735|  4.3695|  3.6002
006.1836097|-27.1372578|  129.317| 13.1587| 15.5533| 11.5869
006.4825050|-77.2527955|  133.719|  2.6807|  3.2956|  2.3715
008.1428401|+67.2332782|  100.397| 11.1068| 12.5160|  9.8965
008.1430308|+67.2343284|  101.086|  9.5666| 10.7255|  8.4210
010.3562199|-22.3523335|  109.928| 14.2972| 14.6650| 13.7539
012.0991071|+05.2755394|  134.495|  5.4677|  5.9384|  4.8288
012.2811848|+57.8157392|  168.719|  6.7620|  7.6100|  5.8560
012.2852274|+57.8127281|  168.832|  3.3201|  3.7355|  2.8486
012.2967403|+05.3765566|  231.780| 12.2992| 12.5312| 11.9336
015.6590119|+71.6781205|  121.460|  8.9419| 10.2547|  7.7961
015.6689508|+62.3454512|  101.424|  8.6713|  9.7920|  7.6166
015.8396446|+62.3658926|  101.372| 11.9272| 13.8995| 10.5941
016.2302225|-18.1224490|  102.283| 12.6972| 14.7776| 11.3576
017.0947499|+54.9132040|  130.288|  4.9480|  5.3266|  4.4044
018.1332543|-16.9961549|  269.057| 10.4365| 12.3317|  9.1346
024.7715543|-17.9482999|  367.712| 10.5075| 12.8206|  9.0677
024.7716742|-17.9476829|  373.844| 10.8178| 13.2522|  9.4237
024.8413668|-39.6035084|  114.604| 12.5684| 14.6911| 11.2238
024.9506566|-56.1964001|  122.003|  5.6255|  6.0900|  4.9958
024.9513174|-56.1932514|  122.109|  5.5083|  5.9570|  4.8862
025.6225857|+20.2655192|  130.823|  4.9997|  5.4398|  4.4173
025.7503040|-67.3129582|  102.908| 13.6966| 13.9429| 13.2892
026.0090551|-15.9336802|  273.810|  3.3004|  3.7995|  2.7483
030.0589870|+13.0440712|  223.732| 10.6811| 12.5719|  9.3837
030.1604351|-55.9682605|  121.708| 10.5571| 12.1216|  9.3359
030.5646358|+10.3359579|  108.258| 13.4353| 15.9085| 12.0347
031.2762752|-17.6154031|  107.297|  9.1705| 10.4362|  8.0407
031.4496103|-30.1761783|  106.610| 11.0507| 12.4391|  9.8912
034.1266863|+13.5849594|  109.950| 13.5558| 16.0858| 12.1493
038.4051367|+24.9241319|  100.147| 11.5293| 13.2419| 10.2735
039.0283845|+06.8933391|  138.340|  5.4983|  6.0192|  4.8205
039.0716773|+06.8780899|  138.437| 10.3331| 11.9521|  9.0968
041.0688818|+25.5217511|  130.196|  9.4673| 10.8165|  8.3163
043.2696425|+16.8643738|  260.988| 12.2631| 15.3186| 10.7901
045.4624245|-16.5945328|  145.692| 10.0584| 11.4759|  8.8856
048.3532582|+04.7752002|  116.268| 12.1014| 14.1218| 10.7781
049.8416007|+03.3706162|  107.802|  4.6565|  5.0135|  4.1545
050.0003436|-43.0665525|  165.524|  4.0639|  4.4409|  3.5083
053.2282934|-09.4581682|  310.577|  3.4658|  3.9824|  2.8422
053.5671957|-49.8900839|  112.610| 15.8371| 19.4764| 14.2894
054.0033939|-44.5143623|  272.162| 10.9955| 13.2811|  9.6157
054.8985702|-35.4275936|  155.598| 15.4396| 18.9447| 13.8874
055.8116633|-09.7600837|  110.025|  3.2756|  3.8530|  2.6868
057.6825474|-06.1009910|  100.730| 11.4772| 13.0618| 10.2470
058.1759794|+17.0149566|  103.501| 12.1761| 14.0732| 10.8709
062.6110003|-53.6129968|  140.696| 11.9029| 13.8092| 10.6055
063.8079530|-07.6680778|  199.608|  4.1799|  4.6110|  3.5697
063.8296560|-07.6709034|  199.452|  9.7753| 11.4909|  8.5012
063.8307875|-07.6729521|  199.691|  9.5422|  9.4811|  9.6721
067.8091906|+58.9679800|  181.244|  9.7026| 11.3477|  8.4518
067.8138920|+58.9694812|  181.273| 12.3362| 12.4939| 12.0516
069.4227839|+52.8915030|  100.916|  7.9525|  8.8299|  7.0314
069.4486024|-08.8265162|  106.339| 13.6007| 13.8070| 13.2378
070.0984713|-05.5016885|  102.594| 14.9043| 18.0491| 13.4089
070.7354817|+18.9532029|  105.427|  9.0044| 10.2105|  7.9094
072.4621240|+06.9613310|  124.620|  3.0879|  3.5140|  2.7081
075.2066177|-05.7585990|  113.071|  5.8865|  6.4364|  5.1869
075.4868052|-06.9485874|  186.047| 10.6493| 12.4132|  9.3805
075.6177660|-21.2576392|  118.825|  9.6368|  8.5676|  6.6785
075.6178310|-21.2578783|  119.574|  7.7924|  8.5515|  6.6458
075.8326222|-17.3755101|  108.273| 10.5617| 11.9837|  9.3850

